transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,type
YNPH013B4Y43RC,4404611226778810111,brizzi,Tgk. Banawi Wibisono,M,1981,JAK.58,Cilincing - Rorotan,0.0,B04227P,Sbr. Ponpes Alhikmah Rorotan,-6.131475,106.95542,47,2023-04-18 18:17:24,B03513P,Sbr. Gg. Bulak I Rorotan,-6.132862,106.9553,48.0,2023-04-18 20:00:44,0.0,Jaklingo
PNRA100U8Q89UX,5220242748386167,dki,Tasnim Sihombing,F,2007,M7,Kampung Rambutan - Monas,1.0,P00104,Karet Sudirman,-6.212457,106.82003,6,2023-04-18 17:13:18,P00204,RS Harapan Bunda,-6.301956,106.86803,23.0,2023-04-18 18:28:15,3500.0,BRT
HJIK843W1X01NX,349318556724843,emoney,Darimin Nuraini,M,2009,JAK.54,Grogol - Benhil,1.0,B04952P,Simpang Kota Bambu Utara I,-6.186126,106.80866,21,2023-04-18 19:30:40,B04293P,Sbr. RS Pelni Petamburan,-6.192916,106.80556,23.0,2023-04-18 20:41:18,0.0,Jaklingo
FOTS196B6I97ET,571548857234,flazz,Yance Wahyuni,M,1993,1M,Meruya - Blok M,1.0,B05282P,SMAN 85,-6.215171,106.75989,24,2023-04-18 19:50:16,B03247P,Ruko Meruya Ilir,-6.197437,106.75067,36.0,2023-04-18 20:52:08,3500.0,Non-BRT
UVVN046V8D10CF,4811093995390867,dki,Wani Mansur,F,2011,JAK.15,Bulak Turi - Tanjung Priok,0.0,B03283P,Rusun Marunda 1,-6.098204,106.96232,2,2023-04-18 15:08:28,B04150P,Sbr. Ps. Jongkok,-6.108859,106.93453,17.0,2023-04-18 16:05:07,0.0,Jaklingo
RDJQ566N9N61AL,6543370786192839,dki,Enteng Novitasari,M,1967,11B,Rusun Rawa Bebek - Penggilingan,0.0,B03291P,Rusun Rawa Bebek,-6.196241,106.9658,0,2023-04-18 19:57:40,B06655P,Walikota Jakarta Timur 2,-6.212722,106.94472,1.0,2023-04-18 21:40:56,0.0,Non-BRT
NBMJ452M7F21ON,3575910364072826,dki,Natalia Rahayu,M,2009,8,Lebak Bulus - Pasar Baru via Tomang,1.0,P00172,Permata Hijau,-6.221427,106.78325,16,2023-04-18 15:54:55,P00128,Lebak Bulus,-6.289413,106.77415,23.0,2023-04-18 17:38:13,3500.0,BRT
AKDK592P6F72FC,2251394829781052,dki,"Tgk. Intan Siregar, S.T.",M,1972,5N,Kampung Melayu - Ragunan,0.0,B00568P,Gg. Tamansari Ragunan,-6.305488,106.81614,50,2023-04-18 18:20:52,B05721P,Term. Ragunan,-6.305594,106.8202,52.0,2023-04-18 19:38:09,3500.0,Non-BRT
FCWZ394E8V59DC,213189102300294,emoney,Ajimat Rahmawati,F,2007,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B01166P,Jln. Janur Indah XI,-6.155924,106.90801,6,2023-04-18 18:48:36,B02681P,Ps. Serdang 1,-6.156262,106.86474,45.0,2023-04-18 19:43:47,0.0,Jaklingo
FMNF950B9N51OP,3593546121496854,dki,Ina Sihombing,M,2009,JAK.33,Pulo Gadung - Kota,1.0,B03922P,Sbr. Kel. Kayu Putih,-6.185784,106.88856,68,2023-04-18 19:10:35,B04125P,Sbr. Panti Asuhan Putera Mulia,-6.188919,106.88855,69.0,2023-04-18 20:09:39,0.0,Jaklingo
CUDM700D5V68LW,379645412081015,emoney,Maras Megantara,M,1994,JAK.113,Rusun Sindang Koja - Kp. Sawah,0.0,B01004P,Jln. Cilincing Baru Raya,-6.106927,106.92672,11,2023-04-18 19:39:22,B03043P,Puskesmas Cilincing,-6.103756,106.93943,17.0,2023-04-18 20:45:29,0.0,Jaklingo
ULIE906W4I16OI,375644954631844,emoney,"Ir. Ridwan Nuraini, M.Pd",F,1995,JAK.118,Taman Waduk Papanggo - Kota Tua,1.0,B06699P,SDN Pademangan Timur 05 07,-6.133036,106.84412,19,2023-04-18 19:56:10,B06700P,Jln. Bahari Raya 1,-6.130456,106.85084,23.0,2023-04-18 21:33:18,0.0,Jaklingo
LDPM118L6D24LP,2297064871329623,dki,drg. Lukita Hakim,F,1994,6V,Ragunan - Gelora Bung Karno,1.0,P00071,Gelora Bung Karno,-6.224217,106.8058,0,2023-04-18 20:14:15,P00228,SMK 57,-6.290967,106.82365,14.0,2023-04-18 22:04:40,3500.0,Non-BRT
GQSG102T2G11BP,2299897648971146,dki,Indra Simbolon,F,1993,JAK.85,Bintara - Cipinang Indah,1.0,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,13,2023-04-18 20:35:35,B02463P,Minimarket Pondok Kopi,-6.218369,106.93956,39.0,2023-04-18 21:38:28,0.0,Jaklingo
XWPP970L9W86CF,588376777318,flazz,Alika Halimah,M,1985,JAK.28,Kp. Rambutan - Taman Wiladatika,1.0,B04137P,Sbr. Ps. Cibubur,-6.345726,106.87231,13,2023-04-18 18:50:37,B04720P,Simpang Belly 1,-6.332931,106.86756,20.0,2023-04-18 20:33:10,0.0,Jaklingo
NFUD631V3H99XA,375635714547874,emoney,Dr. Zulaikha Januar,F,1986,4B,Stasiun Manggarai - UI,0.0,B02762P,Pertani,-6.256308,106.84325,21,2023-04-18 19:19:38,B05408P,SPBU Jln. Guru,-6.318164,106.83745,38.0,2023-04-18 20:44:23,3500.0,Non-BRT
DKQK820C8S89ID,4432146433702,online,"Novi Hutasoit, M.Farm",F,2005,JAK.37,Cililitan - Condet via Kayu Manis,0.0,B00412P,Gg. Balai Rakyat Balekambang,-6.293289,106.85517,33,2023-04-18 19:58:07,B00843P,Jln. Al Hidayah Balekambang,-6.288369,106.85204,35.0,2023-04-18 21:01:51,0.0,Jaklingo
ABIS429K1B27PC,180074265853819,emoney,Banara Melani,F,1966,JAK.27,Pulo Gebang - Rorotan,1.0,B02330P,Masjid Jami Ar Roghibin,-6.156361,106.9597,8,2023-04-18 17:28:31,B00470P,Gg. H. Kamil,-6.185002,106.95902,24.0,2023-04-18 18:47:00,0.0,Jaklingo
ZVKL746Y1G59YS,502079867680,flazz,Kasiyah Prakasa,F,2000,JAK.120,JIS - Terminal Muara Angke,0.0,B00894P,Jln. Bandengan Utara 1,-6.13609,106.80391,30,2023-04-18 15:31:36,B03323P,SD Diakonia 2,-6.112346,106.78905,36.0,2023-04-18 16:41:59,0.0,Jaklingo
GRUW455J9T34RD,3562938327884362,dki,"Teguh Thamrin, S.I.Kom",M,1980,JAK.88,Terminal Tanjung Priok - Ancol Barat,0.0,B05972P,Kel. Pademangan,-6.13253,106.84023,16,2023-04-18 17:59:17,B05986P,Masjid Bahari 1,-6.12411,106.8132,34.0,2023-04-18 18:51:29,0.0,Jaklingo
DLGX260F3A06UK,4245445434793232,dki,Mulyanto Firmansyah,M,1973,JAK.19,Pinang Ranti - Kampung Rambutan,1.0,B05752P,TK Dinamika,-6.295133,106.90388,30,2023-04-18 17:08:24,B02328P,Masjid Jami Al-Baidlo,-6.295729,106.89896,40.0,2023-04-18 19:05:32,0.0,Jaklingo
JITO184A9N45FL,3536102311063490,dki,Ir. Bala Prakasa,M,1985,8D,Joglo - Blok M,0.0,B02749P,Permata Eksekutif 1,-6.216906,106.76541,22,2023-04-18 15:41:25,B01636P,Jln. Taman Alfa Indah,-6.218503,106.75404,26.0,2023-04-18 17:38:45,3500.0,Non-BRT
JFDE540W4N60OE,4126414491310853775,brizzi,Dariati Maryadi,F,1985,7F,Kampung Rambutan - Juanda via Pasar Baru,1.0,P00202,Rawa Selatan,-6.173925,106.85809,4,2023-04-18 16:51:22,P00166,Pemuda Pramuka,-6.192795,106.87498,10.0,2023-04-18 18:27:55,3500.0,Non-BRT
LWPC939V3M80NL,6502937248567987,dki,Gandi Kusmawati,M,1947,M12,Sunter Boulevard Barat - Penjaringan,0.0,P00046,Danau Agung,-6.146869,106.85805,4,2023-04-18 18:56:44,P00114,Kemayoran Landas Pacu Timur,-6.152181,106.85424,5.0,2023-04-18 19:59:59,3500.0,BRT
JJMA313B5M33WT,676391914618,flazz,Jaga Purwanti,M,2005,7F,Kampung Rambutan - Juanda via Pasar Baru,1.0,P00037,Cempaka Tengah,-6.170398,106.86659,6,2023-04-18 18:37:07,P00101,Kampung Rambutan,-6.309885,106.88216,16.0,2023-04-18 19:30:01,3500.0,Non-BRT
AXBZ302Z7R36HO,4236399289828180970,brizzi,Eman Hutasoit,M,1956,M7B,BKN - Blok M,0.0,P00254,Tendean,-6.240213,106.83102,20,2023-04-18 15:44:21,P00112,Kejaksaan Agung,-6.2405,106.79844,23.0,2023-04-18 17:29:08,3500.0,BRT
ZJOM426T4S80XE,580165317646,flazz,R.A. Janet Nasyidah,F,1984,9D,Pasar Minggu - Tanah Abang,1.0,B02012P,Komdak 1,-6.222333,106.81407,25,2023-04-18 18:45:16,B00159P,Blok F,-6.188552,106.81249,45.0,2023-04-18 19:51:17,3500.0,Non-BRT
PKMX848I9Z38WO,4441968018689585,dki,Yuliana Hidayat,M,1991,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,1.0,B04407P,Sbr. Sentral Bisnis Harapan Indah,-6.191491,106.97667,21,2023-04-18 16:00:11,B05255P,SMAN 10 Bekasi,-6.176243,106.98173,29.0,2023-04-18 16:59:48,0.0,Jaklingo
XJCX785N7G98BU,3599499494778116,dki,"Drs. Amelia Tamba, M.M.",M,1976,JAK.77,Tanjung Priok - Jembatan Item,0.0,B06880P,Jln. Danau Sunter Barat 2,-6.139546,106.856814,11,2023-04-18 19:07:36,B06881P,Jln. Danau Agung 2,-6.14544,106.859926,15.0,2023-04-18 20:59:36,0.0,Jaklingo
DXZQ258P7U41MW,4956563442422641,dki,Citra Wahyuni,F,2002,2H,Rusun Jati Rawasari - Senen,1.0,B00317P,Dittopad,-6.174759,106.84823,1,2023-04-18 20:05:25,B05696P,Telkomsel Cempaka Putih,-6.173603,106.86006,11.0,2023-04-18 21:35:59,0.0,Non-BRT
KENO756Q7I24UQ,3535503118200501,dki,Drs. Cengkal Lailasari,M,2012,6,Ragunan - Dukuh Atas 2,0.0,P00024,Buncit Indah,-6.274333,106.83029,5,2023-04-18 17:54:29,P00079,Imigrasi,-6.256977,106.82808,7.0,2023-04-18 18:52:58,3500.0,BRT
IBON480B8V99SP,3520950520120701,dki,Kuncara Handayani,M,1979,5N,Kampung Melayu - Ragunan,1.0,B05802P,Transvision,-6.240036,106.82842,43,2023-04-18 20:48:47,B03318P,Sawo Kecik Raya,-6.224852,106.85489,63.0,2023-04-18 22:45:22,3500.0,Non-BRT
GWHU743F0A04HP,3521453331746722,dki,Danuja Dongoran,F,1993,6D,Stasiun Tebet - Karet via Underpass,1.0,B05397P,SMU 79,-6.225412,106.83865,5,2023-04-18 18:06:33,B02873P,Plaza Sentral,-6.216247,106.81676,14.0,2023-04-18 19:05:13,3500.0,Non-BRT
YJCT178A4F36RV,213193779899125,emoney,Limar Usada,F,2003,5D,PGC 1 - Ancol,0.0,P00134,Matraman 1,-6.19998,106.85443,10,2023-04-18 15:09:43,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,18.0,2023-04-18 16:17:35,3500.0,Non-BRT
RZER549E4H44UF,6011051787457511,dki,"Tgk. Ifa Damanik, M.Ak",F,1994,9A,PGC 2 - Grogol 2,0.0,P00039,Cikoko Stasiun Cawang Arah Barat,-6.243359,106.85815,6,2023-04-18 15:39:05,P00143,Pancoran Barat Arah Barat,-6.241672,106.8372,9.0,2023-04-18 17:27:09,3500.0,Non-BRT
JXYL443G9W05WC,3573408657682585,dki,Lalita Saragih,M,1974,M10,PGC 2 - Tanjung Priok,0.0,P00036,Cempaka Putih,-6.174207,106.87642,13,2023-04-18 20:23:16,P00035,Cempaka Mas,-6.165888,106.8792,14.0,2023-04-18 21:24:50,3500.0,BRT
IDXO924U7V93DY,180084292834161,emoney,Wani Siregar,F,1976,JAK.19,Pinang Ranti - Kampung Rambutan,0.0,B04995P,Simpang Manunggal Pintu 2,-6.297193,106.89291,7,2023-04-18 20:13:26,B02770P,Pertigaan Ceger,-6.306265,106.88809,52.0,2023-04-18 21:18:36,0.0,Jaklingo
YWBF850L6N85SU,2245530208975489,dki,"Kawaca Narpati, S.Farm",F,2010,M2,Pulo Gadung - Monas,1.0,P00207,RS Islam,-6.168676,106.87027,9,2023-04-18 16:16:00,P00038,Cempaka Timur,-6.166584,106.87591,10.0,2023-04-18 17:26:07,3500.0,BRT
TGVK530V5S47HI,377569057489568,emoney,"Bakijan Pratama, M.Farm",F,1971,1F,Stasiun Palmerah - Bundaran Senayan,1.0,P00071,Gelora Bung Karno,-6.224217,106.8058,1,2023-04-18 16:29:01,B00322P,DPR MPR 2,-6.206314,106.80194,4.0,2023-04-18 18:14:28,3500.0,Non-BRT
VTUD935I7U00EK,30183483265664,bni,"Puspa Budiyanto, S.Kom",F,2012,JAK.27,Pulo Gebang - Rorotan,0.0,B01221P,Jln. Kayu Tinggi,-6.18465,106.94523,16,2023-04-18 20:03:41,B01574P,Jln. Sentosa Tambun Rengas,-6.176636,106.96234,27.0,2023-04-18 21:04:29,0.0,Jaklingo
TTOS728A4W18DT,180097961752050,emoney,Narji Wijaya,F,2011,7F,Kampung Rambutan - Juanda via Pasar Baru,0.0,P00219,Senen,-6.178211,106.84251,16,2023-04-18 20:15:34,P00122,Kwitang,-6.181051,106.83866,17.0,2023-04-18 21:39:15,3500.0,Non-BRT
KUNL206H5E49PW,4658673312063,online,"Farah Mansur, S.Pt",M,1993,9C,Pinang Ranti - Bundaran Senayan,1.0,P00026,Bundaran Senayan,-6.227869,106.80094,0,2023-04-18 16:15:51,P00119,Kuningan Barat,-6.23725,106.82794,4.0,2023-04-18 17:09:23,3500.0,Non-BRT
NKPO277C1P18GE,4358928087871,online,Dadi Nasyiah,F,1995,1C,Pesanggrahan - Blok M,0.0,B04685P,Seskoal 2,-6.238015,106.77247,25,2023-04-18 15:51:09,B03170P,RS Pusat Pertamina 2,-6.241189,106.79301,32.0,2023-04-18 17:37:49,3500.0,Non-BRT
KAAJ328Z1D40EQ,377814808795289,emoney,"Puti Jessica Putra, S.Farm",F,2008,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,B04732P,Simpang Bren Howitzer Raya,-6.163713,106.87047,44,2023-04-18 17:16:16,B03935P,Sbr. Kel. Sumur Batu,-6.164306,106.87132,45.0,2023-04-18 18:08:19,0.0,Jaklingo
AEQJ351D0Y99UN,180005680484434,emoney,Zaenab Maheswara,F,2006,13D,Puri Beta - Ragunan,1.0,P00228,SMK 57,-6.290967,106.82365,2,2023-04-18 18:27:29,P00085,Jati Padang,-6.285431,106.82626,3.0,2023-04-18 20:25:49,3500.0,Non-BRT
MCHS929O9V80IC,3542062438073909,dki,"Luluh Purwanti, S.E.I",F,1987,JAK.99,Term. Pulo Gadung - Lampiri,0.0,B06184P,Gg. H Sayuti I,-6.212751,106.92367,17,2023-04-18 20:12:24,B01844P,Kav Marinir Kalimalang,-6.247975,106.92659,30.0,2023-04-18 21:26:39,0.0,Jaklingo
IDLK636S5Q29JT,6505428590869475,dki,dr. Janet Budiyanto,M,1965,4E,Rusun Jatinegara Kaum - Pulo Gadung,1.0,B00564P,Gg. Suzuki,-6.184571,106.90797,1,2023-04-18 16:03:45,B02847P,Pintu Kawasan 1,-6.189631,106.90646,4.0,2023-04-18 17:07:49,0.0,Non-BRT
FVGV297F2D64VC,6509546148313351,dki,Edi Susanti,M,1982,6C,Stasiun Tebet - Karet via Patra Kuningan,1.0,B02183P,Ambassador,-6.224125,106.82663,3,2023-04-18 19:30:13,B03396P,Kota Kasablanka,-6.224688,106.84246,7.0,2023-04-18 21:25:53,3500.0,Non-BRT
KHJK581G6I00HI,371171976930370,emoney,Gilang Susanti,F,2004,JAK.06,Kampung Rambutan - Pondok Gede,0.0,B00432P,Gg. Cengkeh Lubang Buaya,-6.292786,106.90519,13,2023-04-18 17:27:26,B05575P,Taman Bambu 1,-6.302506,106.91524,26.0,2023-04-18 18:47:21,0.0,Jaklingo
HONN196P5B30OQ,4980564692107508708,brizzi,"Drs. Yessi Wulandari, M.Farm",M,2008,1H,Tanah Abang - Stasiun Gondangdia,1.0,B04101P,Sbr. MNC Center,-6.182744,106.83084,10,2023-04-18 16:09:54,B05445P,St. Gondangdia 2,-6.185054,106.8323,11.0,2023-04-18 17:57:24,3500.0,Non-BRT
ZFZT036X3V63YB,4844470388320,online,"Rina Gunarto, S.Sos",M,1984,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,B02396P,Mega Kuningan,-6.224556,106.82677,10,2023-04-18 17:50:34,B01833P,Karet Pedurenan 1,-6.221933,106.82093,12.0,2023-04-18 19:28:00,0.0,Jaklingo
YCKD637R2B36UY,6544577386584806,dki,"Tgk. Shakila Pangestu, S.H.",M,2001,D32,Cinere - Bundaran Senayan,1.0,B06073P,SPBU Limo Cinere 1,-6.343161,106.77878,5,2023-04-18 16:52:32,B05399P,South City Cinere,-6.34504,106.767638,6.0,2023-04-18 18:29:26,20000.0,RoyalTrans
IEQI010X5F95XC,2294272245944067,dki,"Tgk. Usyi Sirait, S.Gz",F,2001,12H,Rusun Penjaringan - Penjaringan,0.0,B03285P,Rusun Penjaringan,-6.130702,106.79487,0,2023-04-18 15:13:00,P00170,Penjaringan,-6.126306,106.79203,1.0,2023-04-18 16:21:31,3500.0,Non-BRT
JFIG290C9R73DN,6011512141688729,dki,Nyoman Winarsih,F,1999,JAK.46,Pasar Minggu - Jagakarsa,1.0,B03850P,Sbr. Jln. SMP 175,-6.319433,106.82518,29,2023-04-18 20:34:11,B03370P,SDN Jagakarsa 01,-6.328189,106.82025,35.0,2023-04-18 21:30:07,0.0,Jaklingo
IOHI038E3O71VE,4721742558058605,dki,Drajat Halimah,M,1983,6V,Ragunan - Gelora Bung Karno,0.0,P00085,Jati Padang,-6.285431,106.82626,3,2023-04-18 18:23:41,P00254,Tendean,-6.240213,106.83102,10.0,2023-04-18 20:00:32,3500.0,Non-BRT
BZXS024E0C79PE,3530393834004501,dki,Melinda Iswahyudi,M,1984,13C,Puri Beta - Dukuh Atas,0.0,P00106,Kebayoran Lama,-6.23834,106.77752,7,2023-04-18 19:44:11,P00136,Mayestik,-6.241921,106.79077,8.0,2023-04-18 21:01:30,3500.0,Non-BRT
CFBH300U7P55RV,180052842269402,emoney,"Purwadi Mardhiyah, S.Kom",F,2006,8C,Kebayoran Lama - Tanah Abang,1.0,B03296P,Rusun Tanah Abang 1,-6.192314,106.81481,11,2023-04-18 17:36:08,B05264P,SMAN 24,-6.210598,106.79631,21.0,2023-04-18 18:56:14,3500.0,Non-BRT
MXDC834A3K29PW,630487347266,flazz,"drg. Dinda Prastuti, S.Sos",M,1964,JAK.18,Kalibata - Kuningan,1.0,B01388P,Jln. Menteng Atas Raya,-6.214616,106.83799,2,2023-04-18 17:58:45,B04018P,Sbr. Masjid Al Bakrie,-6.218907,106.8378,3.0,2023-04-18 19:54:04,0.0,Jaklingo
NNMJ505C5K51TC,3556146215285027,dki,Cakrawala Yuniar,F,1998,14,Jakarta International Stadium - Senen,1.0,B01745P,Jembatan Item,-6.130078,106.85492,13,2023-04-18 18:04:10,P00095,JIS,-6.126689,106.85587,14.0,2023-04-18 19:56:36,3500.0,BRT
ASIU981R9D48QW,379208329550349,emoney,Margana Marpaung,M,1988,JAK.112,Terminal Tanah Merah - Pulo Gadung,0.0,B03867P,Sbr. Jln. Tari Klasik,-6.169296,106.91083,16,2023-04-18 20:02:39,B04854P,Simpang Jln. Bongo Raya,-6.170743,106.91001,17.0,2023-04-18 21:16:17,0.0,Jaklingo
UVFO588J1N39NQ,6011656090843460,dki,Cayadi Maryati,F,1994,8K,Batusari - Grogol,0.0,B05344P,SMPN 127,-6.198939,106.7783,10,2023-04-18 17:47:13,B03434P,SDN Tj. Duren Utara 06 07,-6.184032,106.783329,14.0,2023-04-18 19:15:36,3500.0,Non-BRT
TJYV128A4Y17SW,6507638073318307,dki,Hani Nugroho,F,1988,JAK.50,Kalideres - Puri Kembangan,0.0,B01115P,Jln. H. Kincan Rawa Buaya,-6.164413,106.7355,43,2023-04-18 18:33:28,B00465P,Gg. H. Doel Bojong Raya,-6.167321,106.73423,45.0,2023-04-18 19:26:27,0.0,Jaklingo
MOFW449M0I96WN,567048101008,flazz,"Drs. Faizah Widodo, S.H.",F,2001,T21,Palem Semi - Bundaran Senayan,0.0,B06910P,Perpustakaan Riset BPK,-6.206333,106.8027,5,2023-04-18 17:47:02,B05544P,Summitmas,-6.225826,106.80402,10.0,2023-04-18 19:32:48,20000.0,RoyalTrans
JBXD077H7D14JQ,2606548319852663,dki,Julia Rahimah,F,2006,9C,Pinang Ranti - Bundaran Senayan,0.0,P00033,Cawang UKI,-6.250309,106.8736,2,2023-04-18 20:08:44,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,8.0,2023-04-18 21:57:31,3500.0,Non-BRT
MAZN996I2J14DC,4484557309610616405,brizzi,Ellis Lailasari,M,2008,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B03856P,Sbr. Jln. Sunter Jaya V,-6.159028,106.86971,43,2023-04-18 17:02:04,B03279P,Rusun Kemayoran,-6.153101,106.85347,49.0,2023-04-18 17:59:00,0.0,Jaklingo
PZKS271D2E18CQ,4581300237839678,dki,Kacung Pudjiastuti,F,2006,11N,Rusun Cipinang Muara - Jatinegara,1.0,B00792P,Imigrasi Jaktim 2,-6.214552,106.8818,3,2023-04-18 15:53:25,B03977P,Sbr. Komplek Pacul Mas,-6.221005,106.89961,11.0,2023-04-18 17:46:05,0.0,Non-BRT
NOUJ160Y0E39BA,4993628236551825,dki,Ian Pangestu,M,1983,JAK.106,Terminal Kampung Melayu - Terminal Klender,1.0,B05707P,Term. Kampung Melayu 2,-6.224516,106.86685,0,2023-04-18 20:20:13,B01009P,Jln. Cipinang Muara III,-6.220029,106.8995,18.0,2023-04-18 21:24:10,0.0,Jaklingo
RZWP091M7D12DY,4991481114103745,dki,Prayogo Oktaviani,M,2000,JAK.75,Cililitan - Kp. Pulo,0.0,B04188P,Sbr. Persada Purnawira Halim,-6.259198,106.88547,3,2023-04-18 15:50:35,B03727P,Sbr. Jln. H. Sidan,-6.280408,106.88249,30.0,2023-04-18 17:33:50,0.0,Jaklingo
PUBU495N5K03KS,676318264501,flazz,Harsanto Wasita,F,2007,1B,Stasiun Palmerah - Tosari,1.0,B02214P,Manggala Wanabakti,-6.204951,106.79963,6,2023-04-18 16:57:55,P00230,St. Palmerah,-6.208908,106.79706,7.0,2023-04-18 18:03:32,3500.0,Non-BRT
UCSO044K3J75DP,4234007630783462979,brizzi,"Tgk. Ega Padmasari, S.Sos",F,2008,8D,Joglo - Blok M,0.0,B04808P,Simpang Gandaria Kyai Maja,-6.24186,106.79,5,2023-04-18 19:46:15,B03978P,Sbr. Komplek Pertambangan Kelapa Dua,-6.216617,106.77072,19.0,2023-04-18 21:06:40,3500.0,Non-BRT
LAFG059Z0E85SN,2614059373381201,dki,T. Bakidin Sihotang,F,1987,M7B,BKN - Blok M,0.0,B02062P,Komplek Polri Duren Tiga,-6.254242,106.83148,14,2023-04-18 16:29:13,B05802P,Transvision,-6.240036,106.82842,19.0,2023-04-18 18:14:39,3500.0,BRT
RSUM150K9F50SF,4019905363673105,dki,"Adika Kusumo, S.H.",M,1982,JAK.80,Rawa Buaya - Rawa Kompeni,1.0,B03719P,Sbr. Jln. H. Minan Kamal,-6.103727,106.7106,7,2023-04-18 18:41:35,B04571P,Sbr. TPU Tegal Alur,-6.105923,106.70355,12.0,2023-04-18 20:14:06,0.0,Jaklingo
LWOX800J7P58NP,3504089754852802,dki,Prasetyo Astuti,M,1988,11B,Rusun Rawa Bebek - Penggilingan,1.0,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,1,2023-04-18 19:21:27,B03291P,Rusun Rawa Bebek,-6.196241,106.9658,2.0,2023-04-18 20:26:48,0.0,Non-BRT
CLNJ025A3G59ND,6510380828231726,dki,"KH. Yosef Prayoga, S.Farm",M,1985,JAK.48B,Stasiun Tebet - Kampung Melayu,1.0,B01994P,Klinik Otista,-6.227394,106.86709,4,2023-04-18 20:37:40,B00358P,Flyover Kampung Melayu,-6.22506,106.86483,5.0,2023-04-18 21:32:16,0.0,Jaklingo
CFPW366O3P52XI,180029435580718,emoney,Ira Usada,F,1966,JAK.56,Grogol - Srengseng,0.0,B04359P,Sbr. SDN Palmerah 09,-6.207764,106.78798,50,2023-04-18 18:34:02,B01257P,Jln. Kemandoran III Grogol Utara,-6.206938,106.78618,51.0,2023-04-18 19:26:59,0.0,Jaklingo
JEWP630L2B54XZ,349683800593553,emoney,Asirwada Megantara,F,2009,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,0.0,B03270P,Rusun Cipinang Besar Selatan,-6.231625,106.88288,0,2023-04-18 18:17:14,B05785P,TPU Kb. Nanas 2,-6.232106,106.88017,1.0,2023-04-18 19:18:27,0.0,Non-BRT
MCDQ883Q9R39JA,3546745892021028,dki,Dinda Pratiwi,M,2006,JAK.37,Cililitan - Condet via Kayu Manis,0.0,B02508P,Mushola Al Hidayah Batu Ampar,-6.274675,106.86059,8,2023-04-18 15:53:36,B05216P,Simpang Waru Gedong,-6.29329,106.85793,30.0,2023-04-18 16:57:30,0.0,Jaklingo
JJPW015T1D13HR,349577577192740,emoney,"Talia Nababan, S.IP",M,2002,10A,Rusun Marunda - Tanjung Priok,0.0,B06039P,STIP 2,-6.104694,106.95903,3,2023-04-18 17:33:42,B01858P,Kebantenan,-6.114554,106.9264,5.0,2023-04-18 18:37:32,0.0,Non-BRT
XZDO721X7G82UR,5284657247304556,dki,H. Reksa Tampubolon,M,2007,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,B05554P,Sunter Kelapa Gading 1,-6.142707,106.89049,19,2023-04-18 15:35:59,B03137P,RS Gading Pluit,-6.166419,106.91558,43.0,2023-04-18 16:31:48,0.0,Jaklingo
XBBC316C9U43JN,30213702385918,bni,Farhunnisa Latupono,M,1983,11K,Rusun Komarudin - Penggilingan,0.0,B03281P,Rusun Komarudin,-6.208781,106.94252,0,2023-04-18 19:02:30,P00169,Penggilingan,-6.214132,106.93961,2.0,2023-04-18 20:14:41,0.0,Non-BRT
ERZM449Z0E46CJ,30568786410068,bni,"Gatra Tamba, S.T.",F,1994,JAK.19,Pinang Ranti - Kampung Rambutan,0.0,B00891P,Jln. Bambu Kuning,-6.309556,106.89894,45,2023-04-18 15:34:14,B01416P,Jln. Nangka,-6.306392,106.89015,51.0,2023-04-18 16:37:52,0.0,Jaklingo
VYEB953P7F24FM,6011024970416149,dki,"Nadia Saragih, S.I.Kom",F,2002,JAK.18,Kalibata - Kuningan,1.0,B02044P,Komplek Kejari Tebet Dalam,-6.241417,106.84542,37,2023-04-18 19:39:46,B02726P,Pengadegan Barat III,-6.250035,106.85296,47.0,2023-04-18 20:29:48,0.0,Jaklingo
MZPQ102Q1Q38OG,4188469163215,online,"Cut Ayu Rahayu, S.Pd",M,1982,5D,PGC 1 - Ancol,0.0,P00253,Tegalan,-6.203101,106.85715,9,2023-04-18 16:40:07,P00134,Matraman 1,-6.19998,106.85443,10.0,2023-04-18 18:08:55,3500.0,Non-BRT
AMCS934B8Y12GE,344784326221920,emoney,Karimah Wahyudin,F,2001,2P,Gondangdia - Senen,1.0,B00720P,Gunung Agung,-6.181755,106.83717,11,2023-04-18 17:48:21,B00224P,Bundaran Taman Gondangdia 1,-6.194297,106.833189,19.0,2023-04-18 19:23:37,3500.0,Non-BRT
